"","title","asin","year","genre"
"2087","Golden Grain","B00006GF98",2002,"Rap & Hip-Hop"
"2088","Undaground Legend","B00006GOA0",2002,"Rap & Hip-Hop"
"2089","Gotta Get Thru This","B00006GO8V",2002,"Pop"
"2090","Pursuit of Happiness","B00006HI70",2004,"Pop"
"2091","Colorful You","B00006HI9I",2002,"Pop"
"2092","Scarlet's Walk","B00006I4YD",2002,"Alternative Rock"
"2093","The Naked Ride Home","B00006IK19",2011,"Folk"
"2094","Tattooed Millionaire","B00006IK1C",2002,"Pop"
"2095","Faces Down","B00006IQH4",2002,"Alternative Rock"
"2096","Voyage to India","B00006ISBT",2002,"Blues"
"2097","In Absentia","B00006IU73",2002,"Pop"
"2098","Dexterity","B00006IVF7",2006,"Jazz"
"2099","Guest Room","B00006IZOD",2009,"Alternative Rock"
"2100","Kissed by Nature","B00006JJ2N",2002,"Jazz"
"2101","Niggaz4life","B00006JJ1P",2002,"Rap & Hip-Hop"
"2102","Universal Soldier","B00006JKB7",2002,"Rap & Hip-Hop"
"2103","The Pipe Dreams of Instant Prince Whippet","B00006JKA6",2003,"Alternative Rock"
"2104","Saviour","B00006JNE6",2014,"Alternative Rock"
"2105","Warner Bros Presents Montrose","B00006JNGY",2009,"Pop"
"2106","Floetic","B00006JO3X",2002,"Blues"
"2107","Yanqui U.X.O.","B00006JOVC",2011,"Alternative Rock"
"2108","Up the Bracket","B00006JSIU",2002,"Alternative Rock"
"2109","Slicker Than Your Average","B00006JUML",2002,"Blues"
"2110","Wallpaper for the Soul","B00006L3I6",2006,"Alternative Rock"
"2111","Man Vs Machine","B00006L3IZ",2002,"Rap & Hip-Hop"
"2112","American IV: The Man Comes Around","B00006L7XQ",2013,"Folk"
"2113","Fragile","B00006LHXP",2010,"Blues"
"2114","Dancing in the Dragon's Jaws","B00006LLPS",2002,"Folk"
"2115","The Morning After","B00006LV77",2002,"Blues"
"2116","From Tha Roota to Tha Toota","B00006LWRH",2002,"Rap & Hip-Hop"
"2117","Carpenters: The Essential Collection, 1965-1997","B00006LWSM",2002,"Pop"
"2118","Riot Act","B00006M183",2002,"Alternative Rock"
"2119","Highly Refined Pirates","B00006NSFE",2002,"Alternative Rock"
"2120","Elton John - Greatest Hits 1970-2002","B00006RAKP",2002,"Pop"
"2121","MTV Unplugged (Bonus DVD)","B00006RY8F",2017,"Alternative Rock"
"2122","Thug World Order","B00006SM86",2004,"Rap & Hip-Hop"
"2123","Loyalty (Explicit version)","B00006WKZH",2010,"Rap & Hip-Hop"
"2124","The Last Temptation","B00006ZCFJ",2002,"Rap & Hip-Hop"
"2125","Worldwide Underground","B00006ZCFH",2017,"Pop"
"2126","Blueprint 2: The Gift &amp; The Curse","B00006ZCFI",2002,"Rap & Hip-Hop"
"2127","Back Into Your System","B0000719UJ",2016,"Alternative Rock"
"2128","Paid Tha Cost to Be Da Boss","B000075A20",2016,"Rap & Hip-Hop"
"2129","Machine Says Yes","B000075A3G",2017,"Other"
"2130","The Point! (Deluxe Packaging)","B000077SX4",2002,"Pop"
"2131","The Best of DJ Quik: Da Finale","B000077SY2",2002,"Rap & Hip-Hop"
"2132","It Must Be Magic","B000078JLP",2002,"Pop"
"2133","Ghetto Heisman","B00007BHA7",2010,"Rap & Hip-Hop"
"2134","Whip It on","B00007BH9A",2003,"Alternative Rock"
"2135","Cryptic Collection","B00007BH85",2015,"Rap & Hip-Hop"
"2136","Redemption's Son","B00007E6WW",2015,"Alternative Rock"
"2137","God's Son (Clean)","B00007FGLS",2007,"Rap & Hip-Hop"
"2138","Let's Get It on","B00007FOMQ",2003,"Blues"
"2139","Nocturama","B00007GRDO",2016,"Alternative Rock"
"2140","Lovebox","B00007JMFF",2003,"Alternative Rock"
"2141","100th Window","B00007KK7V",2003,"Pop"
"2142","Ownerz","B00007M8R9",2003,"Rap & Hip-Hop"
"2143","No Diggity: The Very Best of Blackstreet","B000083JWH",2003,"Blues"
"2144","Global (Bonus DVD)","B000083MC0",2014,"Pop"
"2145","Get Rich Or Die Tryin","B000084T18",2003,"Rap & Hip-Hop"
"2146","How to Start a Fire","B000087DUE",2003,"Alternative Rock"
"2147","Philadelphia Freeway","B000088E7G",2003,"Rap & Hip-Hop"
"2148","Give Up","B000089CJI",2011,"Alternative Rock"
"2149","Golden Years of Bing Crosby","B000089HCY",2003,"Pop"
"2150","Feast of Wire","B000089CPF",2003,"Alternative Rock"
"2151","Life for Rent","B000089RVR",2012,"Folk"
"2152","Burn Piano Island, Burn","B000089RVV",2009,"Alternative Rock"
"2153","Rural Renewal","B00008ADQJ",2008,"Jazz"
"2154","Diamonds on the Inside","B00008AY3L",2003,"Alternative Rock"
"2155","Pig Lib","B00008AY6B",2003,"Alternative Rock"
"2156","Amerikkkas Most Wanted","B00008BL44",2015,"Rap & Hip-Hop"
"2157","La Bella Mafia","B00008DCQL",2010,"Rap & Hip-Hop"
"2158","Offerings II: All I Have to Give","B00008DCR8",2003,"Pop"
"2159","Doubt Me Now","B00008DKBS",2003,"Rap & Hip-Hop"
"2160","Tical 0: The Prequel","B00008G5DZ",2004,"Rap & Hip-Hop"
"2161","Diplomatic Immunity","B00008GQ9Y",2003,"Rap & Hip-Hop"
"2162","Meteora","B00008H2LB",2012,"Alternative Rock"
"2163","Faceless","B00008J2DQ",2017,"Alternative Rock"
"2164","The Coral","B00008J2Q9",2010,"Alternative Rock"
"2165","Elephant","B00008J4P5",2008,"Alternative Rock"
"2166","One Lord One Faith One Baptism","B00008L3VQ",2014,"Pop"
"2167","Duran Duran the singles 81-85","B00008NEGG",2009,"Alternative Rock"
"2168","Wonderful Rainbow","B00008NGDD",2008,"Alternative Rock"
"2169","Let Em Burn","B00008NGI5",2003,"Rap & Hip-Hop"
"2170","Keep on Your Mean Side","B00008O31B",2009,"Alternative Rock"
"2171","Magic Dragon","B00008OM62",1999,"Rap & Hip-Hop"
"2172","Hatchet Warrior","B00008OM4J",2015,"Rap & Hip-Hop"
"2173","0304","B00008OWZE",2003,"Alternative Rock"
"2174","Frengers","B00008OU5O",2006,"Alternative Rock"
"2175","Essential Molly Hatchet","B00008PX8Q",2003,"Pop"
"2176","Essential Adam Ant","B00008PX8O",2003,"Alternative Rock"
"2177","Chocolate City","B00008RV18",2003,"Blues"
"2178","The Other Side Of Time","B00008S2VE",2003,"Folk"
"2179","Attenchun","B00008SH83",2007,"Rap & Hip-Hop"
"2180","You Gotta Go There to Come Back","B00008UVBG",2008,"Alternative Rock"
"2181","Dechristianize","B00008V5UM",2012,"Alternative Rock"
"2182","In the Beginning","B00008V5TM",2016,"Folk"
"2183","Fight Test","B00008V630",2003,"Alternative Rock"
"2184","Blueprint 2.1 (Special Edition w/ 2 Bonus Tracks)","B00008V61C",2003,"Rap & Hip-Hop"
"2185","Fever To Tell","B00008VOQM",2009,"Alternative Rock"
"2186","The Best of Bonnie Raitt on Capitol 1989-2003","B00008W2HY",2003,"Blues"
"2187","Sorted: The Best of Love and Rockets","B00008W3X5",2003,"Alternative Rock"
"2188","Living in America","B00008XRY3",2010,"Alternative Rock"
"2189","Breaking Hearts","B00008ZPDI",2013,"Other"
"2190","Listennn the Album","B000091R4X",2006,"Rap & Hip-Hop"
"2191","Nyana","B0000931QO",2010,"Pop"
"2192","Yours, Mine &amp; Ours","B000095J6M",2003,"Alternative Rock"
"2193","Transform","B000095J90",2016,"Alternative Rock"
"2194","Kizz My Black Azz","B000096FT9",2003,"Blues"
"2195","Intuition","B00009ATL3",2004,"Alternative Rock"
"2196","Rooney","B00009EIPA",2003,"Alternative Rock"
"2197","Motherlode","B00009EJC7",2003,"Blues"
"2198","Plague Soundscapes","B00009IB58",2004,"Alternative Rock"
"2199","Joan","B00009KUB3",2006,"Folk"
"2200","Addicted to Music","B00009L53W",2004,"Pop"
"2201","Hotel Paper","B00009LI14",2003,"Alternative Rock"
"2202","Bravehearted","B00009MGRD",2003,"Blues"
"2203","Da Unbreakables","B00009MGQS",2003,"Rap & Hip-Hop"
"2204","Remixes","B00009MGQH",2003,"Pop"
"2205","Portrait of a Legend 1951-1964","B00009N1ZV",2016,"Pop"
"2206","Cast of Thousands","B00009NQZC",2009,"Alternative Rock"
"2207","Deja Entendu","B00009PJRD",2003,"Alternative Rock"
"2208","Breaking News","B00009PY0N",2003,"Rap & Hip-Hop"
"2209","Welcome Interstate Managers","B00009QGF2",2003,"Alternative Rock"
"2210","The Green Book","B00009RXK3",2016,"Rap & Hip-Hop"
"2211","Bad Girls","B00009U5J5",2003,"Blues"
"2212","De-Loused in the Comatorium","B00009V7T2",2003,"Alternative Rock"
"2213","Haha Sound","B00009V8WD",2003,"Alternative Rock"
"2214","Young Liars","B00009V7RA",2003,"Alternative Rock"
"2215","Chariot","B00009V8Z9",2003,"Alternative Rock"
"2216","Chapter II","B00009VRDI",2003,"Blues"
"2217","Three Days Grace","B00009YXGH",2003,"Pop"
"2218","Pass the Flask","B0000A4GHE",2003,"Alternative Rock"
"2219","Emotional Technology","B0000A5A0K",2010,"Pop"
"2220","Grantstand","B0000AC8N5",2007,"Jazz"
"2221","Quebec","B0000ADXEC",2010,"Alternative Rock"
"2222","Measure of a Man","B0000AGWEC",2003,"Pop"
"2223","Comin' From Where I'm From","B0000AGWFA",2003,"Blues"
"2224","Speakerboxxx/ The Love Below","B0000AGWFX",2003,"Rap & Hip-Hop"
"2225","Soulful","B0000AGWGD",2003,"Blues"
"2226","Drankin Patnaz (Bonus DVD)","B0000AGWFE",2003,"Rap & Hip-Hop"
"2227","Killing Joke","B0000AGWK8",2003,"Alternative Rock"
"2228","Waking the Fallen","B0000AGWJ7",2003,"Alternative Rock"
"2229","Chain Gang Of Love","B0000AKCLJ",2003,"Alternative Rock"
"2230","Trap Muzik","B0000AKQGT",2009,"Rap & Hip-Hop"
"2231","Tasty","B0000AKOMI",2003,"Rap & Hip-Hop"
"2232","White Flag / Paris","B0000AKVHS",2003,"Folk"
"2233","State Property Presents The Chain Gang Vol. 2","B0000AKY5P",2003,"Rap & Hip-Hop"
"2234","Jekyll &amp; Hyde","B0000AM6HS",2003,"Pop"
"2235","Chicken N Beer","B0000AQS1A",2003,"Rap & Hip-Hop"
"2236","Past, Present &amp; Future [w/ Bonus DVD]","B0000AVBDS",2009,"Alternative Rock"
"2237","Walk Witt Me","B0000BWVO9",2003,"Rap & Hip-Hop"
"2238","Cheers","B0000BWVLM",2003,"Rap & Hip-Hop"
"2239","Total Eclipse","B0000BWVNP",2003,"Rap & Hip-Hop"
"2240","So Damn Happy","B0000BXMZX",2003,"Blues"
"2241","Stop All The World Now (Special Package with Bonus DVD)","B0000BYM3I",2003,"Alternative Rock"
"2242","It Still Moves","B0000C0FBM",2003,"Alternative Rock"
"2243","Rush in Rio","B0000C0FJB",2004,"Pop"
"2244","Soul Sessions","B0000C0FKA",2015,"Blues"
"2245","In Reverie","B0000C17KK",2005,"Alternative Rock"
"2246","Grand Champ","B0000C421G",2003,"Rap & Hip-Hop"
"2247","Afterglow","B0000C6E4D",2003,"Alternative Rock"
"2248","Echoes","B0000C83MI",2017,"Alternative Rock"
"2249","Natural Selection","B0000C8AXF",2003,"Alternative Rock"
"2250","Kish Kash","B0000C8Y0N",2003,"Pop"
"2251","Jimi Hendrix: Live At Berkeley","B0000C9ZSV",2010,"Blues"
"2252","Married to the Game","B0000CABBR",2003,"Rap & Hip-Hop"
"2253","Pass in Time: The Definitive Collection","B0000CBIUF",2003,"Alternative Rock"
"2254","Dear Catastrophe Waitress","B0000CBHQ1",2014,"Alternative Rock"
"2255","Tales of a Librarian: A Tori Amos Collection (Bonus DVD)","B0000CC6QG",2003,"Alternative Rock"
"2256","The B. Coming","B0000CC4VD",2005,"Rap & Hip-Hop"
"2257","Nu-Mixx Klazzics","B0000CD5F1",2009,"Rap & Hip-Hop"
"2258","Eagles : The Very Best Of (2CD)","B0000CD5FR",2013,"Other"
"2259","Up Escalator","B0000CESUB",2010,"Alternative Rock"
"2260","Sweet Dreams Are Made of This","B0000CFXNP",2005,"Alternative Rock"
"2261","Revenge","B0000CFXNS",2005,"Alternative Rock"
"2262","Touch","B0000CFXNQ",2005,"Alternative Rock"
"2263","Slow","B0000D8RYI",2003,"Pop"
"2264","More Street Dreams Pt. 2 The Mixtape","B0000DBK7D",2003,"Rap & Hip-Hop"
"2265","The Essential Simon &amp; Garfunkel","B0000DD79B",2003,"Folk"
"2266","The Diary of Alicia Keys","B0000DD7LC",2003,"Pop"
"2267","Folklore","B0000DFZZA",2003,"Alternative Rock"
"2268","Number Ones","B0000DJE9R",2008,"Pop"
"2269","Journey Of A Gemini","B0000DZ3FV",2011,"Blues"
"2270","The Essential Bruce Springsteen","B0000E1ALR",2003,"Folk"
"2271","Ego Tripping at the Gates of Hell","B0000JMLVC",2003,"Alternative Rock"
"2272","Beg for Mercy","B0000TAZS8",2016,"Rap & Hip-Hop"
"2273","Daft Club [Vinyl]","B0000TI3YQ",2003,"Pop"
"2274","Hell Hath No Fury","B0000TWMDY",2006,"Rap & Hip-Hop"
"2275","Terrorist Threats","B0000UJLJG",2003,"Rap & Hip-Hop"
"2276","Lucky","B0000V19LS",2004,"Folk"
"2277","Lex Diamond Story","B0000Z80FM",2004,"Rap & Hip-Hop"
"2278","Beautiful Things","B00011V00W",2004,"Pop"
"2279","Juve the Great","B00012FXCW",2003,"Rap & Hip-Hop"
"2280","Best of Keith Sweat: Make You Sweat","B00013AFXS",2010,"Blues"
"2281","Franz Ferdinand","B00014TQ7S",2004,"Alternative Rock"
"2282","Phantom Planet","B000159EZ6",2009,"Alternative Rock"
"2283","Keep It Simple","B00015V59Y",2004,"Blues"
"2284","So-Called Chaos","B00016XMOE",2004,"Alternative Rock"
"2285","Feels Like Home","B00018D44U",2004,"Folk"
"2286","A Crow Left of the Murder","B00018D5CQ",2004,"Alternative Rock"
"2287","Patience","B000197KVW",2015,"Folk"
"2288","Virginia Creeper","B00019JQ1Y",2004,"Country"
"2289","Get Away From Me","B0001AP07M",2004,"Alternative Rock"
"2290","Carpenters Gold (CD) [2 Discs]","B0001AP0OU",2004,"Pop"
"2291","Guilt Show","B0001BRSS0",2017,"Alternative Rock"
"2292","Amerikaz Nightmare","B0001BXYRO",2004,"Rap & Hip-Hop"
"2293","Desperate Youth, Blood Thirsty Babes","B0001BVI86",2004,"Alternative Rock"
"2294","Fearless","B0001CNQP8",2004,"Folk"
"2295","They Were Wrong So We Drowned","B0001CNQQM",2014,"Alternative Rock"
"2296","Two Way Monologue","B0001DMUBS",2005,"Alternative Rock"
"2297","Misery Is a Butterfly","B0001EFUJ6",2004,"Alternative Rock"
"2298","Seven Swans","B0001F7U9S",2004,"Alternative Rock"
"2299","Finally Woken","B0001FFIY2",2004,"Alternative Rock"
"2300","Ratatat","B0001FT2US",2004,"Alternative Rock"
"2301","Against The Grain","B0001KL5C6",2009,"Rap & Hip-Hop"
"2302","By Any Means Necessary","B0001LJC3E",2004,"Rap & Hip-Hop"
"2303","Satanic Panic in the Attic","B0001LYEVY",2004,"Alternative Rock"
"2304","Self Explanatory","B0001LYGQC",2004,"Rap & Hip-Hop"
"2305","Rbg: Revolutionary But Gangsta","B0001MDPOK",2004,"Rap & Hip-Hop"
"2306","U Gotta Feel Me","B0001MDPQ8",2004,"Rap & Hip-Hop"
"2307","In Thugz We Trust","B0001MDP9A",2013,"Rap & Hip-Hop"
"2308","Onoffon","B0001U1QB6",2004,"Alternative Rock"
"2309","Wilderness","B0001XAJE8",2007,"Folk"
"2310","Baptism","B0001XAMC2",2004,"Alternative Rock"
"2311","Is There Love in Space?","B0001XAMOA",2004,"Jazz"
"2312","Reflections: Carly Simon's Greatest Hits","B0001XANAS",2004,"Pop"
"2313","Fire It Up","B0001XAQFU",2015,"Alternative Rock"
"2314","A Grand Don't Come for Free","B0001XARU4",2004,"Rap & Hip-Hop"
"2315","Now Here Is Nowhere","B0001XARY0",2006,"Alternative Rock"
"2316","Made to Love Magic","B0001XLVMW",2004,"Folk"
"2317","Telephone Free Landslide Victory","B0001Z4OTM",2016,"Alternative Rock"
"2318","D12 World","B0001Z53AQ",2004,"Rap & Hip-Hop"
"2319","Slow Wonder","B0001ZMCWS",2004,"Alternative Rock"
"2320","Styx Gold","B0001ZMXDG",2006,"Pop"
"2321","Involver","B00020H9ZW",2004,"Pop"
"2322","No Silence","B00020X20I",2004,"Pop"
"2323","Rejoicing in the Hands","B00020W0ME",2004,"Alternative Rock"
"2324","Power to the People &amp; The Beats: Greatest Hits","B00021LQ82",2005,"Rap & Hip-Hop"
"2325","Living Legends","B00022FWHW",2005,"Rap & Hip-Hop"
"2326","Happenstance","B00022KF1A",2004,"Rock"
"2327","You Do Your Thing","B00022LJFQ",2004,"Country"
"2328","Just Be","B00022XO9U",2010,"Pop"
"2329","Love Songs: A Compilation Old &amp; New","B000255LNE",2010,"Pop"
"2330","They're Only Chasing Safety","B00026WVC2",2004,"Alternative Rock"
"2331","2Pac Live","B0002739R2",2009,"Pop"
"2332","Kiss of Death","B00027JYOE",2004,"Rap & Hip-Hop"
"2333","Tha Carter","B00027JYPI",2004,"Rap & Hip-Hop"
"2334","Hearts and Bones","B0002847XG",2010,"Folk"
"2335","Showtime","B000283OA8",2004,"Rap & Hip-Hop"
"2336","The Cure","B00028HOFY",2004,"Alternative Rock"
"2337","Jermaine Jackson","B000294DDY",2010,"Other"
"2338","Deep Sea Skiving","B000294U1E",2009,"Alternative Rock"
"2339","Hunger for More (Bonus DVD)","B0002A2WAO",2004,"Rap & Hip-Hop"
"2340","Spread Your Wings &amp; Fly: Fillmore East May 30 1971","B0002ABT2G",2004,"Folk"
"2341","Big Bam Boom","B0002ADWCQ",2004,"Alternative Rock"
"2342","Adventures in Black Sunshine","B0002ADI3Y",2004,"Jazz"
"2343","The Lost Riots","B0002ADWCG",2012,"Alternative Rock"
"2344","Futureheads","B0002BK4IA",2004,"Alternative Rock"
"2345","Complex Simplicity","B0002CHI4C",2004,"Rap & Hip-Hop"
"2346","Ultimate Survivor","B0002DD69W",2004,"Pop"
"2347","Kiss &amp; Tell","B0002F1G9C",2004,"Alternative Rock"
"2348","Home Cookin'","B0002IQ9RS",2004,"Blues"
"2349","A Girl Called Eddy","B0002IQGBC",2012,"Alternative Rock"
"2350","Lost &amp; Found","B0002IQH2K",2010,"Pop"
"2351","Revolution Starts Now","B0002IQHV6",2004,"Alternative Rock"
"2352","Straight Outta Cashville","B0002IQHBQ",2004,"Rap & Hip-Hop"
"2353","Beginning of Survival","B0002IQI9W",2004,"Folk"
"2354","Decadence","B0002IQIZ6",2004,"Alternative Rock"
"2355","Is a Real Boy","B0002IQK40",2006,"Alternative Rock"
"2356","Essential Reo Speedwagon","B0002JE8WK",2004,"Pop"
"2357","Unspeakable","B0002JP4IC",2004,"Jazz"
"2358","Are You Ready for the Country","B0002JP50O",2004,"Country"
"2359","Godfather Buried Alive","B0002JUWZW",2004,"Rap & Hip-Hop"
"2360","True Story","B0002L57OG",2004,"Rap & Hip-Hop"
"2361","Thunder Lightning Strike","B0002LQ8CQ",2004,"Alternative Rock"
"2362","More Adventurous","B0002M5T7A",2004,"Alternative Rock"
"2363","Revolutionary 1","B0002M5TG6",2012,"Rap & Hip-Hop"
"2364","Dear Heather","B0002MPTDO",2004,"Folk"
"2365","On The Moon","B0002MPU1K",2006,"Folk"
"2366","So Jealous","B0002MSCBK",2007,"Alternative Rock"
"2367","Gia","B0002OOUS2",2013,"Pop"
"2368","Antics","B0002PD3HU",2004,"Alternative Rock"
"2369","You Fail Me","B0002PUH06",2008,"Alternative Rock"
"2370","Let It Enfold You","B0002PUH8I",2017,"Alternative Rock"
"2371","Beautifully Human: Words &amp; Sounds 2","B0002S94RK",2009,"Rap & Hip-Hop"
"2372","Ashes of the Wake","B0002S94OS",2004,"Other"
"2373","Purple Haze","B0002TL6QQ",2004,"Rap & Hip-Hop"
"2374","Mind, Body &amp; Soul","B0002U6GFQ",2005,"Pop"
"2375","Universal United House of Prayer","B0002UJKR2",2013,"Blues"
"2376","Pre-Fix for Death","B0002V6UX8",2012,"Rap & Hip-Hop"
"2377","The Sound of White","B0002VBPHE",2010,"Folk"
"2378","Jaku","B0002VEQ0C",2004,"Jazz"
"2379","The Big Eyeball in the Sky","B0002VJW92",2004,"Alternative Rock"
"2380","Guerilla City","B0002VYPCQ",2004,"Rap & Hip-Hop"
"2381","Everything I've Got in My Pocket","B0002W4T4O",2010,"Alternative Rock"
"2382","Red Hot","B0002WZT2U",2004,"Pop"
"2383","The Grind Date","B0002WZT20",2016,"Rap & Hip-Hop"
"2384","Get Lifted","B0002X314C",2005,"Pop"
"2385","Astronaut","B0002X591A",2004,"Alternative Rock"
"2386","Gemini: Good Vs Evil","B0002X7G98",2005,"Pop"
"2387","This Type Of Thinking Could Do Us In","B0002X8J3A",2004,"Alternative Rock"
"2388","This Island","B0002X9NWQ",2004,"Alternative Rock"
"2389","Dem Franchize Boyz","B0002XEDSU",2004,"Rap & Hip-Hop"
"2390","The Wraith: Shangri-La","B0002XEDJE",2015,"Rap & Hip-Hop"
"2391","In Love &amp; Death","B0002XEDMG",2004,"Alternative Rock"
"2392","Catch for Us the Foxes","B0002Y4T56",2004,"Alternative Rock"
"2393","Summer in Abaddon","B0002Z9ZQI",2004,"Alternative Rock"
"2394","Listen","B0002ZDW80",2008,"Alternative Rock"
"2395","Real Talk","B0002ZI9DS",2004,"Rap & Hip-Hop"
"2396","Worth the Weight","B0002ZMJDE",2004,"Rap & Hip-Hop"
"2397","Exodus","B0002ZYE3M",2004,"Alternative Rock"
"2398","Harmonium","B0002ZYEKA",2015,"Folk"
"2399","Crimes","B0003035B8",2009,"Alternative Rock"
"2400","Wreck of the Day","B00061U64S",2005,"Alternative Rock"
"2401","Peachtree Road","B00061X95Q",2007,"Folk"
"2402","No Cities Left","B0006213RQ",2015,"Alternative Rock"
"2403","Thug Matrimony: Married to the Streets","B00063MBT4",2010,"Rap & Hip-Hop"
"2404","The Dead Has Arisen","B00064183I",1994,"Rap & Hip-Hop"
"2405","Live @ The Fillmore","B000641A2C",2005,"Alternative Rock"
"2406","Urban Legend","B00064200S",2005,"Rap & Hip-Hop"
"2407","This Is Reina","B00064AEJM",2010,"Pop"
"2408","All Or Nothing  (Explicit Version)","B00064LOQO",2005,"Rap & Hip-Hop"
"2409","Afterglow Live (CD/DVD)","B00064LP4A",2003,"Alternative Rock"
"2410","R.U.L.E.","B00064X2QY",2004,"Rap & Hip-Hop"
"2411","Free Yourself","B00065BYAY",2004,"Pop"
"2412","Singles","B00065LGOS",2012,"Alternative Rock"
"2413","The Red Light District","B00065JTAQ",2010,"Rap & Hip-Hop"
"2414","Encore (Deluxe Edition)","B00065XJ52",2004,"Rap & Hip-Hop"
"2415","Encore (Deluxe Edition)","B0006693YW",2015,"Rap & Hip-Hop"
"2416","Number Ones","B00066N8JI",2004,"Pop"
"2417","Everything is Alive, Everything is Breathing, Nothing is Dead &amp; Nothing is Bleeding","B00068CUZO",2006,"Alternative Rock"
"2418","Boz Scaggs &amp; Band","B0006GAZGC",2013,"Pop"
"2419","Weapons of Mass Destruction","B0006HC0OQ",2004,"Rap & Hip-Hop"
"2420","Loyal to the Game","B0006IGGLS",2004,"Pop"
"2421","Tha Dogg Pound Gangsta Lp","B0006UEVPO",2005,"Rap & Hip-Hop"
"2422","Smokin at the Half Note","B0006VXF4G",2005,"Jazz"
"2423","The Documentary","B0006ZQ9BS",2005,"Rap & Hip-Hop"
"2424","Andrew Bird &amp; The Mysterious Production of Eggs","B00070Q7VY",2005,"Alternative Rock"
"2425","Testament","B000765IPE",2014,"Rap & Hip-Hop"
"2426","Sweet James Jones Stories","B000765I86",2013,"Rap & Hip-Hop"
"2427","Duty Now for the Future","B000784WN6",2010,"Alternative Rock"
"2428","New Traditionalists","B000784WOA",2010,"Alternative Rock"
"2429","In the Clear","B0007GAEIU",2011,"Alternative Rock"
"2430","Face Off 2","B0007LLPF6",2006,"Rap & Hip-Hop"
"2431","Feelin the Spirit","B0007M239M",2005,"Jazz"
