"","title","asin","genre","year","price","recommendation","sim"
"2722","The Ultimate Collection","B000BGR0OM","Alternative Rock",2005,9.99,"Touch",0.621638956254614
"2723","Rock N Soul Part 1","B000CNE128","Alternative Rock",2006,9.99,"Greatest Hits: Rock 'n Soul, Part 1",0.621602718603179
"2724","Greatest Hits: Rock 'n Soul, Part 1","B000002W79","Alternative Rock",1990,34.99,"Rock N Soul Part 1",0.621602718603179
"2725","Mothership Connection","B000001FCM","Blues",1990,23.96,"Clones of Dr Funkenstein",0.621598900735765
"2726","Clones of Dr Funkenstein","B000001FUB","Blues",1990,5.98,"Mothership Connection",0.621598900735765
"2727","Thug World Order","B00006SM86","Rap & Hip-Hop",2004,11.14,"E 1999 Eternal",0.621573512034514
"2728","E 1999 Eternal","B000003C3V","Pop",1995,3.02,"Thug World Order",0.621573512034514
"2729","To Our Children's Children's Children","B000002GQI","Pop",NA,9.49,"Blue Jays",0.621573145104067
"2730","Blue Jays","B000001F6P","Pop",1987,10,"To Our Children's Children's Children",0.621573145104067
"2731","Vulnerable","B000001ANM","Blues",1997,35.97,"Let's Get It on",0.62153703835594
"2732","Let's Get It on","B00007FOMQ","Blues",2003,4.99,"Vulnerable",0.62153703835594
"2733","Ray of Light","B000002NJS","Pop",1998,4.73,"Erotica",0.621516873215545
"2734","Erotica","B000002MFN","Pop",1992,9.82,"Ray of Light",0.621516873215545
"2735","Erotica","B000002M32","Pop",1995,24.99,"Ray of Light",0.621516873215545
"2736","Straight Outta Cashville","B0002IQHBQ","Rap & Hip-Hop",2004,10.61,"Beg for Mercy",0.621392944394163
"2737","Beg for Mercy","B0000TAZS8","Rap & Hip-Hop",2016,8.2,"Straight Outta Cashville",0.621392944394163
"2738","Whatever","B000003TBY","Alternative Rock",1995,10,"Everything's Different Now",0.621363100232558
"2739","Everything's Different Now","B0000026HY","Alternative Rock",1990,27.49,"Whatever",0.621363100232558
"2740","Project English","B00005NGWS","Rap & Hip-Hop",2001,9.49,"400 Degreez",0.62102356973263
"2741","400 Degreez","B00000DHZO","Rap & Hip-Hop",1998,9.79,"Project English",0.62102356973263
"2742","Duty Now for the Future","B000784WN6","Alternative Rock",2010,9.49,"Devo - Greatest Hits [Warner Brothers]",0.621013880513275
"2743","Devo - Greatest Hits [Warner Brothers]","B000002LNG","Alternative Rock",1990,7.98,"Duty Now for the Future",0.621013880513275
"2744","The Freedom Sessions [EP] [ENHANCED CD]","B000002VP3","Alternative Rock",1995,4.7,"Mirrorball",0.620980746570355
"2745","Mirrorball","B00000IOSU","Alternative Rock",1999,9.99,"The Freedom Sessions [EP] [ENHANCED CD]",0.620980746570355
"2746","Pac's Life","B000JJRIO8","Rap & Hip-Hop",2006,10.98,"All Eyez on Me",0.620941173700575
"2747","All Eyez on Me","B00000163G","Pop",1996,14.99,"Pac's Life",0.620941173700575
"2748","Storm Front","B00000DCHL","Pop",1998,19.48,"Innocent Man",0.620849642534606
"2749","Innocent Man","B00000DCHG","Folk",1998,14.99,"Storm Front",0.620849642534606
"2750","Whatever and Ever Amen","B000002BOJ","Alternative Rock",1997,6.42,"Ben Folds Five",0.620822902291535
"2751","Ben Folds Five","B000000IDJ","Alternative Rock",1995,12.51,"Whatever and Ever Amen",0.620822902291535
"2752","Hey Stoopid","B0000027DJ","Pop",1991,8.99,"Billion Dollar Babies",0.620708057652803
"2753","Billion Dollar Babies","B000002KEN","Pop",1989,7.37,"Hey Stoopid",0.620708057652803
"2754","Rare Masters","B000001DXH","Folk",1992,27.52,"Leather Jackets",0.620669124061344
"2755","Leather Jackets","B000002OJ4","Pop",2007,14.98,"Rare Masters",0.620669124061344
"2756","Skull &amp; Bones","B00004SVJR","Rap & Hip-Hop",2000,16.99,"Cypress Hill 3: Temples of Boom",0.620585563989549
"2757","Cypress Hill 3: Temples of Boom","B000002B0S","Blues",1995,16.8,"Skull &amp; Bones",0.620585563989549
"2758","Synkronized","B00000J7SR","Alternative Rock",1999,11.99,"Return of the Space Cowboy",0.620463438308594
"2759","Return of the Space Cowboy","B000002B0J","Alternative Rock",1995,8.4,"Synkronized",0.620463438308594
"2760","Skin","B000002HAR","Rock",2009,13.98,"Breakdown",0.620321014455476
"2761","Skin","B00005LODB","Folk",2001,18.88,"Breakdown",0.620321014455476
"2762","Breakdown","B00001WRO7","Folk",1999,3.99,"Skin",0.620321014455476
"2763","Mezzanine","B000006045","Other",NA,11.58,"100th Window",0.620301609521655
"2764","100th Window","B00007KK7V","Pop",2003,11.38,"Mezzanine",0.620301609521655
"2765","Spread Your Wings &amp; Fly: Fillmore East May 30 1971","B0002ABT2G","Folk",2004,16.81,"Gonna Take a Miracle",0.620269015350016
"2766","Gonna Take a Miracle","B0000024XY","Folk",1990,9.99,"Spread Your Wings &amp; Fly: Fillmore East May 30 1971",0.620269015350016
"2767","School's Out","B000002KE5","Pop",1988,8.52,"Dirty Diamonds",0.620253973199619
"2768","Dirty Diamonds","B0009QYQVO","Pop",2013,9.49,"School's Out",0.620253973199619
"2769","Fragments of Freedom","B00004VVZ4","Alternative Rock",2000,13.89,"Charango",0.620216814697739
"2770","Charango","B000068OSP","Alternative Rock",2002,9.49,"Fragments of Freedom",0.620216814697739
"2771","Electric","B000002LB7","Alternative Rock",NA,9.49,"Beyond Good and Evil",0.620186852003075
"2772","Beyond Good and Evil","B00005IBYZ","Alternative Rock",2001,19.28,"Electric",0.620186852003075
"2773","Way Out West","B000000YIQ","Jazz",2013,9.99,"Saxophone Colossus",0.620175434451054
"2774","Saxophone Colossus","B000000YG5","Jazz",1991,5.85,"Way Out West",0.620175434451054
"2775","Life After Death","B0000039QA","Rap & Hip-Hop",1997,14.92,"Duets: The Final Chapter",0.620143726262138
"2776","Duets: The Final Chapter","B000BJS4P8","Rap & Hip-Hop",2005,14.25,"Life After Death",0.620143726262138
"2777","Spirit in the Dark","B00000335K","Blues",1993,16.56,"30 Greatest Hits - Aretha Franklin 2 Discs",0.619932387154516
"2778","Live At The Village Vanguard: The Master Takes","B0000065KK","Jazz",1998,4.95,"Crescent [Vinyl]",0.61989178472413
"2779","Crescent [Vinyl]","B000003N8Q","Jazz",1997,15.99,"Live At The Village Vanguard: The Master Takes",0.61989178472413
"2780","Ridin High","B000GDI21A","Rap & Hip-Hop",2007,12.98,"Living Legends",0.619758956074402
"2781","Living Legends","B00022FWHW","Rap & Hip-Hop",2005,11.99,"Ridin High",0.619758956074402
"2782","It's on  187um Killa","B00000DHSH","Blues",2004,10.1,"Eazy-Duz It",0.619660670729721
"2783","Eazy-Duz It","B000003B6G","Rap & Hip-Hop",1990,5.99,"It's on  187um Killa",0.619660670729721
"2784","Trash","B0000026T4","Pop",1989,5,"Billion Dollar Babies",0.6195120515835
"2785","Billion Dollar Babies","B000002KEN","Pop",1989,7.37,"Trash",0.6195120515835
"2786","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Empty Sky",0.61950385129983
"2787","Empty Sky","B000001EG8","Alternative Rock",1996,7.98,"Honky Ch&acirc;teau",0.61950385129983
"2788","So Damn Happy","B0000BXMZX","Blues",2003,12.99,"Aretha Arrives",0.619487814269573
"2789","Aretha Arrives","B00000331N","Blues",1993,9.49,"So Damn Happy",0.619487814269573
"2790","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"Caribou",0.619485311407914
"2791","Caribou","B000001DQG","Folk",1996,7.98,"Sleeping With the Past",0.619485311407914
"2792","Brother Brother Brother","B000002AI9","Blues",1997,7.99,"Baby Makin' Music Feat. Ronald Isley AKA Mr. Biggs",0.619424572847422
"2793","The Alternative to Love","B0007MEYIU","Alternative Rock",2005,9.87,"Beyond Blue Horizon",0.619408000827504
"2794","Beyond Blue Horizon","B000002AGW","Jazz",1997,6.99,"The Alternative to Love",0.619408000827504
"2795","There Goes Rhymin Simon","B000002LBW","Folk",1990,9.99,"Paul Simon in Concert: Live Rhymin'",0.619394890281246
"2796","Paul Simon in Concert: Live Rhymin'","B000002LBX","Folk",1990,10.11,"There Goes Rhymin Simon",0.619394890281246
"2797","Vol. 2, Hard Knock Life","B00000AFF9","Rap & Hip-Hop",1998,8,"Reasonable Doubt",0.619355853200041
"2798","Reasonable Doubt","B00000HZG9","Rap & Hip-Hop",2006,14.59,"Vol. 2, Hard Knock Life",0.619355853200041
"2799","You Nasty","B00004WIXD","Rap & Hip-Hop",2000,12.99,"Life Is Too Short",0.619294330011186
"2800","Life Is Too Short","B0000004UU","Blues",1989,8.2,"You Nasty",0.619294330011186
"2801","Stephen Malkmus","B000056NZV","Alternative Rock",2001,10.73,"Brighten The Corners",0.619054726279158
"2802","Brighten The Corners","B00000JHAR","Alternative Rock",1999,12.97,"Stephen Malkmus",0.619054726279158
"2803","Hell on Earth","B000002X0Z","Rap & Hip-Hop",1996,9.99,"Blood Money",0.619025544600625
"2804","Blood Money","B000EMGAGW","Rap & Hip-Hop",2006,10.08,"Hell on Earth",0.619025544600625
"2805","Spread Your Wings &amp; Fly: Fillmore East May 30 1971","B0002ABT2G","Folk",2004,16.81,"Nested",0.618931972173966
"2806","Nested","B000KSPB92","Folk",NA,8.99,"Spread Your Wings &amp; Fly: Fillmore East May 30 1971",0.618931972173966
"2807","Tea for the Tillerman","B000002GFU","Folk",1990,29.39,"Cat Stevens: Greatest Hits",0.618872390376026
"2808","Cat Stevens: Greatest Hits","B00004YNGK","Folk",2000,4.99,"Tea for the Tillerman",0.618872390376026
"2809","So Damn Happy","B0000BXMZX","Blues",2003,12.99,"30 Greatest Hits - Aretha Franklin 2 Discs",0.61875213778957
"2810","White Sport Coat &amp; Pink Crustacean","B000002PBW","Country",1987,7.39,"Son of a Son of a Sailor",0.618713134057568
"2811","Son of a Son of a Sailor","B000002PBX","Country",1989,5.49,"White Sport Coat &amp; Pink Crustacean",0.618713134057568
"2812","Streisand Superman","B0000025AK","Pop",1990,4.74,"Stoney End",0.618684842052034
"2813","Stoney End","B0000024WW","Pop",1990,9.99,"Streisand Superman",0.618684842052034
"2814","On the Threshold of a Dream","B000002GQH","Pop",1997,11.49,"In Search of the Lost Chord",0.618665005762846
"2815","In Search of the Lost Chord","B000001F66","Pop",1987,9.49,"On the Threshold of a Dream",0.618665005762846
"2816","So-Called Chaos","B00016XMOE","Alternative Rock",2004,21.3,"Jagged Little Pill Acoustic",0.618604215671045
"2817","Jagged Little Pill Acoustic","B0009WFF0Y","Alternative Rock",2005,12.1,"So-Called Chaos",0.618604215671045
"2818","Windows &amp; Walls","B0000025XA","Folk",1990,12.94,"Phoenix",0.618598078688343
"2819","Phoenix","B0000025EN","Folk",1990,8.99,"Windows &amp; Walls",0.618598078688343
"2820","The Freedom Sessions [EP] [ENHANCED CD]","B000002VP3","Alternative Rock",1995,4.7,"Surfacing",0.618594576563433
"2821","Surfacing","B000002VT6","Alternative Rock",1997,13.24,"The Freedom Sessions [EP] [ENHANCED CD]",0.618594576563433
"2822","Getz Plays Jobim: The Girl From Ipanema","B00005UVV5","Jazz",2002,12.58,"Antonio Carlos Jobim's Finest Hour",0.618191395960323
"2823","Antonio Carlos Jobim's Finest Hour","B00004TWRR","Jazz",2000,12.56,"Getz Plays Jobim: The Girl From Ipanema",0.618191395960323
"2824","Night Ride Home","B000000ORX","Folk",1991,15,"Court and Spark",0.618177068474007
"2825","Court and Spark","B000002GXL","Folk",1994,7.32,"Night Ride Home",0.618177068474007
"2826","The Best of DJ Quik: Da Finale","B000077SY2","Rap & Hip-Hop",2002,9.35,"Balance &amp; Options",0.618106007737062
"2827","Balance &amp; Options","B00004T1I4","Rap & Hip-Hop",2000,21.88,"The Best of DJ Quik: Da Finale",0.618106007737062
"2828","Woman I Am","B000002LM7","Blues",1992,9.49,"Chaka Khan",0.618086022419703
"2829","Chaka Khan","B0000071C2","Pop",1998,5,"Woman I Am",0.618086022419703
"2830","E 1999 Eternal","B000003C3V","Pop",1995,3.02,"Creepin on Ah Come Up",0.617751459239077
"2831","Creepin on Ah Come Up","B000003C3Q","Pop",1994,8.72,"E 1999 Eternal",0.617751459239077
"2832","Lovelines","B000002GFQ","Pop",1989,5.99,"Kind of Hush",0.617697650674943
"2833","Kind of Hush","B00000G3WZ","Pop",1998,9.49,"Lovelines",0.617697650674943
"2834","Somewhere Over China","B000002PCV","Country",1987,7.35,"Songs You Know by Heart : Jimmy Buffett's Greatest Hits",0.617502406879265
"2835","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Elton John's Greatest Hits, Volume 2",0.617484124089383
"2836","Elton John's Greatest Hits, Volume 2","B000001DVR","Folk",1992,9.99,"Reg Strikes Back",0.617484124089383
"2837","Meditations","B000003N8P","Jazz",1996,29.99,"Ascension",0.617458759860858
"2838","Ascension","B00004TA40","Jazz",2000,28.54,"Meditations",0.617458759860858
"2839","Spirit in the Dark","B00000335K","Blues",1993,16.56,"Aretha Arrives",0.617418232928516
"2840","Aretha Arrives","B00000331N","Blues",1993,9.49,"Spirit in the Dark",0.617418232928516
"2841","Reg Strikes Back","B0000089FS","Other",2001,17.42,"11-17-70",0.617195607559111
"2842","11-17-70","B000001EGI","Folk",1996,9.94,"Reg Strikes Back",0.617195607559111
"2843","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Jump Up",0.61700684401193
"2844","Jump Up","B000002OJ5","Other",1992,4.87,"The Captain and the Kid",0.61700684401193
"2845","Pac's Life","B000JJRIO8","Rap & Hip-Hop",2006,10.98,"2Pac Live",0.616920594805103
"2846","2Pac Live","B0002739R2","Pop",2009,17.2,"Pac's Life",0.616920594805103
"2847","Ship Ahoy","B000002510","Blues",1988,19.96,"Back Stabbers",0.616905111802551
"2848","Back Stabbers","B000002AMJ","Blues",1996,9.99,"Ship Ahoy",0.616905111802551
"2849","White Sport Coat &amp; Pink Crustacean","B000002PBW","Country",1987,7.39,"Last Mango in Paris",0.616878418406276
"2850","Last Mango in Paris","B000002PCM","Country",1987,12.11,"White Sport Coat &amp; Pink Crustacean",0.616878418406276
"2851","Thankful","B000002R26","Blues",1996,6.99,"Natalie",0.616735112636906
"2852","Natalie","B000002R29","Pop",1996,5.99,"Thankful",0.616735112636906
"2853","Natalie","B00096S3UO","Pop",2005,17.22,"Thankful",0.616735112636906
"2854","Thriller","B0000025RI","Blues",1990,5,"Off the Wall",0.616604059182686
"2855","Off the Wall","B0000025F7","Blues",1990,9.99,"Thriller",0.616604059182686
"2856","Made in Japan","B000002KEV","Pop",1989,7.16,"Fireball",0.616483873825593
"2857","Fireball","B000002KDQ","Pop",1990,5.99,"Made in Japan",0.616483873825593
"2858","Fireball","B00004TIOI","Pop",2000,15.49,"Made in Japan",0.616483873825593
"2859","Gord's Gold: Greatest Hits","B000AYEIWW","Folk",2005,10.38,"Don Quixote",0.616428020067743
"2860","Don Quixote","B000002MSS","Country",1994,18.98,"Gord's Gold: Greatest Hits",0.616428020067743
"2861","Ticket to Ride","B00000G3WX","Pop",1998,9.49,"Carpenters",0.616004400827337
"2862","Carpenters","B00000G3WW","Pop",1998,11.18,"Ticket to Ride",0.616004400827337
"2863","Reading Writing &amp; Arithmetic","B000003TA0","Alternative Rock",1990,8.99,"Blind",0.615964004355192
"2864","Blind","B000003TA7","Alternative Rock",1992,5.81,"Reading Writing &amp; Arithmetic",0.615964004355192
"2865","Tales From the Punchbowl","B000001Y73","Alternative Rock",1995,7.35,"Anti Pop",0.615891803533626
"2866","Anti Pop","B000028TV7","Alternative Rock",1999,10.99,"Tales From the Punchbowl",0.615891803533626
"2867","One Night Only","B000051Y1V","Folk",2000,13.78,"Madman Across the Water",0.615867714222336
"2868","Madman Across the Water","B000001EGC","Folk",1996,4.99,"One Night Only",0.615867714222336
"2869","Octave","B000001F6G","Pop",1990,13.99,"Blue Jays",0.615821542445798
"2870","Blue Jays","B000001F6P","Pop",1987,10,"Octave",0.615821542445798
"2871","Orbital 2","B00004T6UZ","Pop",2012,13.98,"In-Sides",0.615749992258164
"2872","In-Sides","B000001DSD","Pop",1997,9.49,"Orbital 2",0.615749992258164
"2873","Homework","B000000WCV","Pop",1997,9.9,"Alive 1997",0.61555869273957
"2874","Alive 1997","B00005NVT1","Pop",2001,16.99,"Homework",0.61555869273957
"2875","The Best of George Benson","B000002N2T","Jazz",1995,15.78,"20/20",0.615459216731414
"2876","20/20","B000002L70","Jazz",1990,12.21,"The Best of George Benson",0.615459216731414
"2877","Elton John - Greatest Hits 1970-2002","B00006RAKP","Pop",2002,13.88,"Duets",0.615401393718262
"2878","Duets","B000002OQ6","Pop",1993,7.99,"Elton John - Greatest Hits 1970-2002",0.615401393718262
"2879","The Essential Simon &amp; Garfunkel","B0000DD79B","Folk",2003,13.95,"Paul Simon in Concert: Live Rhymin'",0.615400586261914
"2880","Paul Simon in Concert: Live Rhymin'","B000002LBX","Folk",1990,10.11,"The Essential Simon &amp; Garfunkel",0.615400586261914
"2881","Two Highways","B0000002J9","Country",1990,11.88,"Too Late to Cry",0.615339341404272
"2882","Too Late to Cry","B0000002HZ","Country",1987,15.48,"Two Highways",0.615339341404272
"2883","Peachtree Road","B00061X95Q","Folk",2007,17.75,"Honky Ch&acirc;teau",0.61529028768958
"2884","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Peachtree Road",0.61529028768958
"2885","Top Dogg","B00000IMGM","Rap & Hip-Hop",1999,9,"Tha Blue Carpet Treatment",0.615263461802649
"2886","Tha Blue Carpet Treatment","B000JFY06Q","Rap & Hip-Hop",2006,9.86,"Top Dogg",0.615263461802649
"2887","Rock in a Hard Place","B0000029B3","Pop",1993,32.37,"Get Your Wings",0.615245440696785
"2888","Get Your Wings","B0000029AN","Pop",1993,7.98,"Rock in a Hard Place",0.615245440696785
"2889","Personal Best: The Harry Nilsson Anthology","B000002WPP","Folk",1995,16.47,"The Point! Deluxe Packaging",0.615173534049123
"2890","The Big Picture","B000001EXB","Folk",1997,6.56,"Don't Shoot Me I'm Only the Piano Player",0.615156331341832
"2891","Don't Shoot Me I'm Only the Piano Player","B000001EG2","Folk",1996,7.98,"The Big Picture",0.615156331341832
"2892","Provocative","B000001AKR","Blues",1993,8.99,"Johnny Gill",0.614936605283166
"2893","Johnny Gill","B000001AK5","Blues",1992,5,"Provocative",0.614936605283166
"2894","Olatunji Concert: The Last Live Recording","B00005MAWI","Jazz",2001,9.49,"Crescent [Vinyl]",0.614817136445831
"2895","Crescent [Vinyl]","B000003N8Q","Jazz",1997,15.99,"Olatunji Concert: The Last Live Recording",0.614817136445831
"2896","Supersexy Swingin' Sounds","B000000OVC","Alternative Rock",1996,6.05,"Hellbilly Deluxe",0.614636411746997
"2897","Hellbilly Deluxe","B00000AEFF","Alternative Rock",1998,10.93,"Supersexy Swingin' Sounds",0.614636411746997
"2898","Can't Buy a Thrill","B000002PD7","Pop",1990,8.99,"A Decade of Steely Dan",0.614545950621273
"2899","A Decade of Steely Dan","B000002O1Y","Pop",1989,9.96,"Can't Buy a Thrill",0.614545950621273
"2900","Hits &amp; B-Sides","B000002MNF","Pop",1993,16.52,"Diamonds and Pearls",0.614513607080598
"2901","Diamonds and Pearls","B000002L8Z","Pop",1991,9.89,"Hits &amp; B-Sides",0.614513607080598
"2902","Tea for the Tillerman","B000002GFU","Folk",1990,29.39,"Mona Bone Jakon",0.614329818074392
"2903","Mona Bone Jakon","B000002GAC","Folk",1990,12.79,"Tea for the Tillerman",0.614329818074392
"2904","Unpredictable","B000000559","Blues",1997,9.74,"Ghetto Fabulous",0.613647648316588
"2905","Ghetto Fabulous","B00000DFS3","Rap & Hip-Hop",1998,9.92,"Unpredictable",0.613647648316588
"2906","This Year's Model","B0000009OU","Alternative Rock",1993,7.99,"Almost Blue",0.613547380302821
"2907","Almost Blue","B0000009UW","Alternative Rock",1994,23.96,"This Year's Model",0.613547380302821
"2908","Rock of the Westies","B000001EM3","Folk",1996,9.99,"21 At 33",0.613432954860798
"2909","21 At 33","B000002PBF","Other",2007,12.25,"Rock of the Westies",0.613432954860798
"2910","Great Depression","B00005O6IR","Rap & Hip-Hop",2001,10.64,"Grand Champ",0.613427607369491
